64864,Harmonized B1 Failure Counts,DM40,,4,4147,Failure Specific B1 Counter,

64865,Harmonized Cumulative Continuous Malfunction Indicator � System,DM39,,1,4145,System Cumulative Continuous MI Time,
64865,Harmonized Cumulative Continuous Malfunction Indicator � System,DM39,,5,4146,System Greatest B1 Counter,

64866,Harmonized Global Regulation Description,DM38,,1,4144,Global Technical Regulation Description,

64867,Harmonized Roadworthiness � System,DM37,,1,4139,System Non-Roadworthy Component Count,
64867,Harmonized Roadworthiness � System,DM37,,2.1,4142,System Malfunction Indicator Activation Mode,
64867,Harmonized Roadworthiness � System,DM37,,2.5,4141,System Malfunction Indicator Display Strategy,
64867,Harmonized Roadworthiness � System,DM37,,2.7,4140,System Continuous Malfunction Indicator,
64867,Harmonized Roadworthiness � System,DM37,,3,4143,System Incomplete Monitor Count,
64868,Harmonized Roadworthiness - Vehicle,DM36,,5,4138,Vehicle Current Malfunction Indicator Accumulated Time,

65228,Diagnostic Data Clear/Reset for Previously Active DTCs,DM3,,,,,

65229,Freeze Frame Parameters,DM4,,1,1217,Freeze Frame Length,
65229,Freeze Frame Parameters,DM4,,2,1214,Suspect Parameter Number,
65229,Freeze Frame Parameters,DM4,,4,1215,Failure Mode Identifier,
65229,Freeze Frame Parameters,DM4,,5,1216,Occurrence Count,
65229,Freeze Frame Parameters,DM4,,5.8,1706,SPN Conversion Method,
65229,Freeze Frame Parameters,DM4,,6,4263,Manufacturer Specified Information,

65232,Test Results for Non-continuously Monitored Systems,DM8,,1,1224,Test Identifier,
65232,Test Results for Non-continuously Monitored Systems,DM8,,2,1225,Test Type/Component Identifier,
65232,Test Results for Non-continuously Monitored Systems,DM8,,3,1226,Test Value,
65232,Test Results for Non-continuously Monitored Systems,DM8,,5,1227,Test Limit Maximum,
65232,Test Results for Non-continuously Monitored Systems,DM8,,7,1228,Test Limit Minimum,

65233,Oxygen Sensor Test Results,DM9,,1,,,

65234,Non-Continuously Monitored Systems Test Identifiers Support,DM10,,1,1229,Test Identifiers Supported,

65230,Diagnostic Readiness 1,DM5,,1,1218,Active Trouble Code Count,
65230,Diagnostic Readiness 1,DM5,,2,1219,Previously Active Diagnostic Trouble Code Count,
65230,Diagnostic Readiness 1,DM5,,3,1220,OBD Compliance,
65230,Diagnostic Readiness 1,DM5,,4,1221,Continuously Monitored Systems Support/Status,
65230,Diagnostic Readiness 1,DM5,,5,1222,Non-continuously Monitored Systems Support,
65230,Diagnostic Readiness 1,DM5,,7,1223,Non-continuously Monitored Systems Status,

58112,Command Non-Continuously Monitored Test,DM7,,1,1224,Test Identifier,
58112,Command Non-Continuously Monitored Test,DM7,,2,4148,SPN Identifying Component / System,
58112,Command Non-Continuously Monitored Test,DM7,,4,4149,FMI Identifying Component / System Specific Test,

49664,Monitor Performance Ratio,DM20,,1,3048,Ignition Cycle Counter,
49664,Monitor Performance Ratio,DM20,,3,3049,OBD Monitoring Conditions Encountered,
49664,Monitor Performance Ratio,DM20,,5,3066,SPN of Applicable System Monitor,
49664,Monitor Performance Ratio,DM20,,8,3067,Applicable System Monitor Numerator,
49664,Monitor Performance Ratio,DM20,,10,3068,Applicable System Monitor Denominator,

49408,Diagnostic Readiness 2,DM21,,1,3069,Distance Traveled While MIL is Activated,
49408,Diagnostic Readiness 2,DM21,,3,3294,Distance Since DTCs Cleared,
49408,Diagnostic Readiness 2,DM21,,5,3295,Minutes Run by Engine While MIL is Activated,
49408,Diagnostic Readiness 2,DM21,,7,3296,Time Since Diagnostic Trouble Codes Cleared,

64952,Diagnostic Readiness 3,DM26,,1,3301,Time Since Engine Start,
64952,Diagnostic Readiness 3,DM26,,3,3302,Number of Warm-ups Since DTCs Cleared,
64952,Diagnostic Readiness 3,DM26,,4,3303,Continuously Monitored Systems Enable/Completed Status,
64952,Diagnostic Readiness 3,DM26,,5,3304,Non-continuously Monitored Systems Enable Status,
64952,Diagnostic Readiness 3,DM26,,7,3305,Non-continuously Monitored Systems Complete Status,

40448,DTC Counts,DM29,,1,4104,Emission-Related Pending DTC Count,
40448,DTC Counts,DM29,,2,4105,All Pending DTC Count,
40448,DTC Counts,DM29,,3,4106,Emission-Related MIL-On DTC Count,
40448,DTC Counts,DM29,,4,4107,Emission-Related Previously MIL-On DTC Count,
40448,DTC Counts,DM29,,5,4108,Emission-Related Permanent DTC Count,

40960,NTE Status,DM34,,1.7,4127,NOx NTE Control Area Status,
40960,NTE Status,DM34,,1.5,4128,Manufacturer-specific NOx NTE Carve-out Area Status,
40960,NTE Status,DM34,,1.3,4129,NOx NTE Deficiency Area Status,
40960,NTE Status,DM34,,2.7,4130,PM NTE Control Area Status,
40960,NTE Status,DM34,,2.5,4131,Manufacturer-specific PM NTE Carve-out Area Status,
40960,NTE Status,DM34,,2.3,4132,PM NTE Deficiency Area Status,

64711,Model Year and Certification Engine Family,DM56,,1,5844,Model Year,
64711,Model Year and Certification Engine Family,DM56,,9,5845,Certification Engine Family Name,

64710,OBD Information,DM57,,1.1,5843,Engine Warm-up Sequence,

64475,Rationality Fault SPN Data,DM58,,1,1224,Test identifier,
64475,Rationality Fault SPN Data,DM58,,2,8555,Rationality Fault SPN,
64475,Rationality Fault SPN Data,DM58,,5,8556,Rationality Fault SPN Data Value,

; force these SPNs to use "bit slots"
65265,Cruise Control/Vehicle Speed 1,CCVS1,100 ms,7.1,976,PTO Governor State,
65252,Shutdown,SHUTDN,1 s,4.1,1081,Engine Wait to Start Lamp,
64962,Electronic Engine Controller 14,EEC14,On request,7,5837,Fuel Type,
64923,Aftertreatment 1 Diesel Exhaust Fluid Information 1,A1DEFI1,1 s,6.1,3521,Aftertreatment 1 Diesel Exhaust Fluid Property,
